,language
20349,English
20350,"Dansk, English"
20351,English
20352,"English, 日本語, Pусский"
20353,"English, Français"
20354,English
20355,English
20356,English
20357,
20358,"العربية, Français"
20359,English
20360,
20361,English
20362,
20363,"日本語, Pусский, Deutsch, 普通话, English"
20364,"English, Español, Français, 日本語"
20365,
20366,suomi
20367,English
20368,
20369,English
20370,Polski
20371,English
20372,English
20373,English
20374,English
20375,English
20376,
20377,Slovenčina
20378,"English, Español"
20379,Français
20380,English
20381,English
20382,"Français, English"
20383,"普通话, English"
20384,
20385,English
20386,Pусский
20387,Español
20388,English
20389,"Deutsch, English, فارسی"
20390,English
20391,日本語
20392,English
20393,Norsk
20394,English
20395,English
20396,Français
20397,English
20398,
20399,
20400,English
20401,svenska
20402,English
20403,English
20404,English
20405,English
20406,"English, Polski"
20407,日本語
20408,日本語
20409,English
20410,
20411,"Français, English"
20412,English
20413,English
20414,English
20415,Français
20416,svenska
20417,English
20418,English
20419,English
20420,English
20421,svenska
20422,English
20423,English
20424,"العربية, Français"
20425,Türkçe
20426,فارسی
20427,Deutsch
20428,Español
20429,Türkçe
20430,Español
20431,English
20432,"English, Polski, Português"
20433,English
20434,English
20435,"English, Español"
20436,Français
20437,Norsk
20438,"Dansk, English, Français, Português"
20439,Polski
20440,English
20441,English
20442,Deutsch
20443,English
20444,English
20445,
20446,
20447,"Español, English"
20448,English
20449,English
20450,Français
20451,Español
20452,العربية
20453,қазақ
20454,English
20455,English
20456,English
20457,Español
20458,English
20459,"English, Français, Deutsch"
20460,English
20461,English
20462,"English, 日本語"
20463,English
20464,English
20465,svenska
20466,"普通话, svenska, English"
20467,"English, Français"
20468,"English, اردو"
20469,
20470,English
20471,
20472,English
20473,"English, Español, 日本語, Deutsch, Français"
20474,suomi
20475,"日本語, 普通话"
20476,suomi
20477,"日本語, English"
20478,English
20479,Bosanski
20480,English
20481,Slovenščina
20482,English
20483,"English, Afrikaans, isiZulu"
20484,English
20485,"English, Deutsch"
20486,"English, Deutsch"
20487,Polski
20488,English
20489,English
20490,
20491,English
20492,English
20493,English
20494,English
20495,English
20496,"普通话, English, Français, Español, Pусский"
20497,English
20498,English
20499,English
20500,English
20501,English
20502,Türkçe
20503,English
20504,"English, Pусский"
20505,English
20506,English
20507,English
20508,Pусский
20509,فارسی
20510,No Language
20511,Français
20512,English
20513,
20514,"English, Português"
20515,"Polski, Français, English"
20516,English
20517,"Deutsch, Français, English"
20518,English
20519,"English, Bahasa indonesia"
20520,English
20521,"English, 日本語"
20522,svenska
20523,English
20524,English
20525,English
20526,English
20527,English
20528,English
20529,No Language
20530,Dansk
20531,English
20532,English
20533,English
20534,English
20535,English
20536,English
20537,English
20538,Português
20539,
20540,
20541,English
20542,"English, Deutsch"
20543,English
20544,suomi
20545,"English, ελληνικά, Français"
20546,English
20547,English
20548,Italiano
20549,
20550,"English, Español"
20551,
20552,English
20553,English
20554,"Italiano, Norsk, Polski"
20555,"English, Español"
20556,suomi
20557,suomi
20558,
20559,"English, svenska"
20560,ελληνικά
20561,
20562,English
20563,English
20564,
20565,Español
20566,
20567,Dansk
20568,"English, Deutsch"
20569,普通话
20570,English
20571,English
20572,English
20573,English
20574,English
20575,No Language
20576,Français
20577,No Language
20578,svenska
20579,English
20580,
20581,Français
20582,Français
20583,Français
20584,English
20585,
20586,English
20587,English
20588,"English, Deutsch"
20589,Italiano
20590,العربية
20591,Deutsch
20592,English
20593,English
20594,svenska
20595,Español
20596,English
20597,English
20598,English
20599,Français
20600,English
20601,English
20602,English
20603,Español
20604,English
20605,
20606,"English, Français, shqip, Español"
20607,English
20608,Français
20609,日本語
20610,日本語
20611,English
20612,English
20613,English
20614,English
20615,English
20616,English
20617,English
20618,"English, Pусский"
20619,English
20620,English
20621,English
20622,English
20623,"English, Français, Deutsch, Italiano"
20624,
20625,日本語
20626,English
20627,English
20628,"English, 日本語"
20629,Deutsch
20630,"English, Español"
20631,English
20632,
20633,English
20634,English
20635,"English, Français"
20636,Español
20637,Français
20638,English
20639,English
20640,English
20641,English
20642,English
20643,Srpski
20644,
20645,"English, Français, 日本語, Italiano"
20646,
20647,"Español, English"
20648,English
20649,English
20650,"English, Français"
20651,Română
20652,English
20653,English
20654,English
20655,English
20656,日本語
20657,"日本語, 普通话"
20658,Deutsch
20659,English
20660,Español
20661,Español
20662,
20663,
20664,English
20665,Português
20666,"English, Deutsch"
20667,English
20668,
20669,
20670,English
20671,
20672,
20673,suomi
20674,English
20675,"English, Magyar"
20676,English
20677,English
20678,English
20679,
20680,"English, Deutsch"
20681,English
20682,English
20683,English
20684,
20685,English
20686,English
20687,English
20688,Español
20689,English
20690,English
20691,日本語
20692,English
20693,English
20694,English
20695,
20696,English
20697,English
20698,
20699,English
20700,English
20701,English
20702,English
20703,English
20704,English
20705,
20706,Español
20707,Deutsch
20708,
20709,English
20710,
20711,English
20712,English
20713,"български език, English, Polski, Español"
20714,Français
20715,English
20716,English
20717,English
20718,"English, Español"
20719,"English, Español"
20720,"Deutsch, Norsk, English"
20721,English
20722,English
20723,English
20724,Español
20725,English
20726,English
20727,普通话
20728,English
20729,English
20730,
20731,English
20732,English
20733,"English, Deutsch"
20734,English
20735,"English, Español"
20736,English
20737,English
20738,English
20739,"English, Deutsch"
20740,"suomi, English"
20741,
20742,English
20743,"English, Français"
20744,
20745,English
20746,"Français, Español"
20747,"English, Deutsch"
20748,English
20749,
20750,English
20751,
20752,English
20753,English
20754,English
20755,Español
20756,
20757,English
20758,"English, Français, Deutsch, Pусский"
20759,English
20760,English
20761,Srpski
20762,Srpski
20763,"Český, English, Magyar, Polski"
20764,English
20765,日本語
20766,日本語
20767,
20768,English
20769,Srpski
20770,Deutsch
20771,"English, Deutsch"
20772,English
20773,English
20774,Deutsch
20775,English
20776,English
20777,"English, Français"
20778,日本語
20779,Italiano
20780,English
20781,English
20782,English
20783,English
20784,"Français, Italiano, Polski"
20785,Dansk
20786,English
20787,English
20788,"Magyar, Español, English"
20789,"English, Français"
20790,English
20791,English
20792,English
20793,English
20794,Français
20795,English
20796,
20797,English
20798,
20799,
20800,
20801,English
20802,English
20803,
20804,English
20805,
20806,English
20807,English
20808,"Pусский, English"
20809,日本語
20810,English
20811,English
20812,
20813,English
20814,English
20815,
20816,
20817,English
20818,English
20819,Deutsch
20820,suomi
20821,
20822,日本語
20823,Português
20824,English
20825,English
20826,"English, Français"
20827,"English, Français"
20828,"English, 普通话"
20829,"Dansk, Italiano, English"
20830,
20831,English
20832,English
20833,English
20834,
20835,日本語
20836,English
20837,"Deutsch, 日本語, English"
20838,"English, Deutsch"
20839,English
20840,English
20841,English
20842,English
20843,Español
20844,Français
20845,"English, Deutsch"
20846,"Deutsch, 日本語"
20847,English
20848,
20849,日本語
20850,"Dansk, English, Español"
20851,English
20852,"Deutsch, Türkçe"
20853,
20854,English
20855,English
20856,English
20857,English
20858,English
20859,English
20860,English
20861,日本語
20862,English
20863,
20864,English
20865,"English, Deutsch"
20866,English
20867,English
20868,English
20869,English
20870,English
20871,"English, Español"
20872,English
20873,"日本語, 普通话"
20874,English
20875,English
20876,English
20877,
20878,English
20879,English
20880,English
20881,English
20882,
20883,English
20884,български език
20885,English
20886,English
20887,English
20888,English
20889,English
20890,English
20891,English
20892,"English, Français, Español"
20893,English
20894,Deutsch
20895,English
20896,English
20897,English
20898,"English, 普通话"
20899,English
20900,English
20901,English
20902,English
20903,English
20904,English
20905,English
20906,Italiano
20907,Deutsch
20908,English
20909,"English, Español"
20910,
20911,"English, Deutsch"
20912,English
20913,
20914,普通话
20915,Nederlands
20916,普通话
20917,Deutsch
20918,"العربية, English"
20919,English
20920,English
20921,普通话
20922,普通话
20923,普通话
20924,日本語
20925,日本語
20926,普通话
20927,English
20928,English
20929,English
20930,English
20931,Español
20932,English
20933,English
20934,
20935,English
20936,English
20937,English
20938,English
20939,Italiano
20940,English
20941,"Español, English, Français"
20942,Français
20943,English
20944,
20945,
20946,普通话
20947,
20948,English
20949,English
20950,English
20951,English
20952,English
20953,English
20954,English
20955,Español
20956,"English, Deutsch"
20957,
20958,English
20959,English
20960,English
20961,"English, Français"
20962,English
20963,English
20964,English
20965,English
20966,"English, Deutsch"
20967,"Français, 日本語, Wolof"
20968,Italiano
20969,English
20970,Bahasa indonesia
20971,Français
20972,English
20973,English
20974,
20975,English
20976,English
20977,日本語
20978,日本語
20979,English
20980,English
20981,"English, Français"
20982,
20983,English
20984,日本語
20985,English
20986,English
20987,Türkçe
20988,"Français, Deutsch"
20989,English
20990,
20991,"English, Deutsch"
20992,Español
20993,English
20994,"Český, Français"
20995,日本語
20996,English
20997,Nederlands
20998,"English, 日本語"
20999,English
21000,English
21001,Deutsch
21002,
21003,English
21004,English
21005,"English, Deutsch"
21006,English
21007,English
21008,"English, Español"
21009,English
21010,"English, ქართული, Pусский"
21011,English
21012,Polski
21013,"Français, Italiano"
21014,"English, Deutsch"
21015,English
21016,Pусский
21017,
21018,Español
21019,
21020,Français
21021,"English, ภาษาไทย"
21022,English
21023,"Català, English, Español"
21024,"English, Pусский, Español"
21025,English
21026,English
21027,
21028,普通话
21029,"Dansk, Français"
21030,English
21031,English
21032,English
21033,Français
21034,English
21035,English
21036,
21037,English
21038,English
21039,English
21040,
21041,English
21042,"Nederlands, English"
21043,日本語
21044,日本語
21045,English
21046,English
21047,English
21048,English
21049,Deutsch
21050,English
21051,English
21052,Italiano
21053,English
21054,"Deutsch, Srpski"
21055,English
21056,
21057,
21058,English
21059,English
21060,English
21061,English
21062,English
21063,"English, Español"
21064,English
21065,suomi
21066,suomi
21067,English
21068,English
21069,Italiano
21070,"English, Español"
21071,English
21072,English
21073,English
21074,
21075,English
21076,English
21077,English
21078,
21079,"Français, English"
21080,English
21081,English
21082,English
21083,"English, 日本語"
21084,
21085,English
21086,English
21087,English
21088,"Français, English"
21089,English
21090,"English, Norsk"
21091,English
21092,English
21093,English
21094,English
21095,English
21096,"English, Español"
21097,Français
21098,
21099,"shqip, Italiano, Srpski"
21100,English
21101,
21102,English
21103,Bahasa indonesia
21104,English
21105,
21106,English
21107,"English, Italiano"
21108,English
21109,English
21110,"Pусский, Kiswahili"
21111,
21112,English
21113,"English, Español"
21114,Français
21115,Español
21116,Português
21117,English
21118,English
21119,svenska
21120,Français
21121,
21122,English
21123,
21124,English
21125,
21126,
21127,"English, Español, Latin"
21128,English
21129,"Deutsch, English, Français, Latin"
21130,Español
21131,English
21132,English
21133,Italiano
21134,English
21135,English
21136,English
21137,"English, اردو"
21138,English
21139,
21140,"Deutsch, English"
21141,"English, Français"
21142,English
21143,English
21144,English
21145,
21146,English
21147,
21148,English
21149,"Nederlands, English, Deutsch, svenska"
21150,
21151,English
21152,English
21153,English
21154,Español
21155,English
21156,Português
21157,English
21158,English
21159,English
21160,English
21161,Deutsch
21162,Français
21163,Português
21164,
21165,
21166,
21167,日本語
21168,"English, Français, Español"
21169,Español
21170,日本語
21171,English
21172,English
21173,English
21174,English
21175,English
21176,English
21177,English
21178,English
21179,English
21180,English
21181,"Español, English"
21182,English
21183,English
21184,English
21185,"English, پښتو, Somali, العربية"
21186,English
21187,English
21188,English
21189,English
21190,English
21191,English
21192,English
21193,English
21194,"English, Português"
21195,"Deutsch, Français, Polski, English"
21196,English
21197,English
21198,English
21199,Deutsch
21200,日本語
21201,English
21202,English
21203,Pусский
21204,"English, 普通话, Pусский"
21205,svenska
21206,English
21207,Română
21208,English
21209,English
21210,Español
21211,日本語
21212,
21213,Deutsch
21214,English
21215,English
21216,English
21217,English
21218,"English, 日本語, 普通话"
21219,English
21220,svenska
21221,"Italiano, English"
21222,"English, Español, български език"
21223,English
21224,"English, Español"
21225,English
21226,English
21227,"English, Français"
21228,Pусский
21229,"English, Español"
21230,"English, Français"
21231,English
21232,svenska
21233,"日本語, English"
21234,English
21235,
21236,
21237,Français
21238,English
21239,English
21240,"English, 普通话, 日本語"
21241,English
21242,
21243,"English, Deutsch"
21244,"English, Deutsch, Pусский"
21245,English
21246,English
21247,English
21248,svenska
21249,English
21250,English
21251,svenska
21252,"English, Deutsch"
21253,"English, Deutsch"
21254,English
21255,"English, Deutsch"
21256,English
21257,English
21258,
21259,English
21260,English
21261,English
21262,English
21263,English
21264,English
21265,Español
21266,日本語
21267,English
21268,Pусский
21269,English
21270,English
21271,English
21272,English
21273,
21274,English
21275,"Français, Deutsch"
21276,日本語
21277,"Dansk, English, 日本語, Somali, svenska"
21278,
21279,"Italiano, English"
21280,English
21281,English
21282,English
21283,English
21284,English
21285,English
21286,English
21287,Pусский
21288,Pусский
21289,English
21290,
21291,
21292,English
21293,Français
21294,English
21295,English
21296,English
21297,English
21298,"English, Norsk, svenska"
21299,English
21300,English
21301,Latviešu
21302,Latviešu
21303,Latviešu
21304,English
21305,English
21306,"Español, English"
21307,
21308,
21309,English
21310,
21311,普通话
21312,English
21313,English
21314,English
21315,"English, Français, Español"
21316,"English, Deutsch"
21317,English
21318,
21319,English
21320,English
21321,
21322,"English, svenska"
21323,Dansk
21324,English
21325,
21326,English
21327,English
21328,English
21329,English
21330,English
21331,English
21332,English
21333,English
21334,English
21335,English
21336,English
21337,فارسی
21338,English
21339,English
21340,English
21341,"Deutsch, Français"
21342,"English, Français"
21343,English
21344,English
21345,English
21346,English
21347,English
21348,English
21349,English
21350,
21351,
21352,"English, Français, Deutsch"
21353,English
21354,"English, Deutsch, Español"
21355,Português
21356,English
21357,English
21358,Bokmål
21359,English
21360,"English, Français, Pусский"
21361,English
21362,English
21363,English
21364,English
21365,English
21366,English
21367,Pусский
21368,
21369,"Français, العربية, English"
21370,English
21371,English
21372,Český
21373,
21374,
21375,
21376,
21377,English
21378,
21379,Français
21380,English
21381,English
21382,Deutsch
21383,English
21384,Türkçe
21385,
21386,English
21387,"English, Français"
21388,"Español, English"
21389,English
21390,Português
21391,Français
21392,
21393,English
21394,English
21395,普通话
21396,"Español, Català"
21397,English
21398,English
21399,English
21400,English
21401,English
21402,"Italiano, 日本語, Español, 普通话"
21403,"Français, Deutsch"
21404,"Deutsch, Español, English"
21405,
21406,English
21407,English
21408,English
21409,
21410,English
21411,Italiano
21412,"English, Italiano"
21413,Türkçe
21414,"English, Français"
21415,English
21416,English
21417,
21418,English
21419,"English, Italiano"
21420,English
21421,English
21422,English
21423,English
21424,English
21425,English
21426,English
21427,suomi
21428,"English, suomi"
21429,English
21430,Français
21431,English
21432,English
21433,English
21434,English
21435,English
21436,Français
21437,العربية
21438,English
21439,日本語
21440,
21441,English
21442,
21443,
21444,English
21445,Español
21446,"English, 普通话"
21447,English
21448,English
21449,English
21450,English
21451,"Český, English, Français"
21452,English
21453,English
21454,"English, Português"
21455,English
21456,English
21457,English
21458,English
21459,"English, Español"
21460,English
21461,English
21462,English
21463,English
21464,普通话
21465,English
21466,English
21467,English
21468,English
21469,English
21470,English
21471,日本語
21472,English
21473,English
21474,
21475,"Español, English"
21476,"English, Español"
21477,English
21478,"English, Italiano, Français"
21479,English
21480,"Français, Deutsch, Italiano, 日本語"
21481,"Deutsch, Italiano"
21482,
21483,English
21484,English
21485,svenska
21486,English
21487,Français
21488,"English, 普通话"
21489,English
21490,"English, Deutsch"
21491,English
21492,English
21493,English
21494,English
21495,Français
21496,Pусский
21497,English
21498,English
21499,
21500,English
21501,"English, 日本語"
21502,English
21503,English
21504,Português
21505,"English, Deutsch"
21506,English
21507,English
21508,English
21509,English
21510,English
21511,English
21512,日本語
21513,
21514,English
21515,Norsk
21516,Norsk
21517,English
21518,Italiano
21519,
21520,English
21521,
21522,Français
21523,"English, Italiano"
21524,English
21525,Français
21526,"English, Deutsch"
21527,"Français, Português, Pусский"
21528,Português
21529,English
21530,English
21531,English
21532,English
21533,English
21534,Français
21535,
21536,普通话
21537,English
21538,Français
21539,English
21540,English
21541,English
21542,
21543,English
21544,English
21545,English
21546,Español
21547,English
21548,English
21549,English
21550,suomi
21551,suomi
21552,"English, Français, Pусский"
21553,English
21554,
21555,"Français, English, Íslenska"
21556,English
21557,English
21558,Français
21559,English
21560,"English, Français"
21561,
21562,"English, Français"
21563,Íslenska
21564,English
21565,English
21566,English
21567,English
21568,English
21569,English
21570,English
21571,
21572,English
21573,English
21574,"English, Deutsch"
21575,
21576,English
21577,English
21578,English
21579,English
21580,Français
21581,English
21582,English
21583,English
21584,English
21585,English
21586,English
21587,English
21588,English
21589,English
21590,"English, Français"
21591,English
21592,English
21593,
21594,
21595,English
21596,Français
21597,English
21598,English
21599,English
21600,English
21601,English
21602,"Español, English"
21603,"Română, English"
21604,"Português, English"
21605,
21606,
21607,"Português, English"
21608,English
21609,English
21610,English
21611,English
21612,"English, Italiano"
21613,English
21614,English
21615,English
21616,English
21617,English
21618,English
21619,
21620,普通话
21621,
21622,English
21623,Français
21624,English
21625,English
21626,Pусский
21627,English
21628,"English, Français"
21629,"Deutsch, Français"
21630,
21631,English
21632,English
21633,English
21634,English
21635,English
21636,English
21637,English
21638,English
21639,English
21640,English
21641,English
21642,日本語
21643,English
21644,English
21645,English
21646,English
21647,
21648,"български език, English"
21649,English
21650,English
21651,"Català, Deutsch, Español"
21652,English
21653,English
21654,English
21655,English
21656,English
21657,English
21658,English
21659,English
21660,"English, ภาษาไทย"
21661,English
21662,"English, Deutsch, Italiano, Français"
21663,
21664,English
21665,English
21666,English
21667,English
21668,English
21669,"Español, English"
21670,English
21671,English
21672,English
21673,English
21674,English
21675,English
21676,English
21677,English
21678,English
21679,English
21680,English
21681,English
21682,English
21683,English
21684,
21685,"العربية, Deutsch"
21686,English
21687,English
21688,English
21689,English
21690,English
21691,"English, Deutsch, 日本語"
21692,Español
21693,
21694,
21695,English
21696,English
21697,English
21698,English
21699,"Deutsch, 日本語"
21700,
21701,
21702,English
21703,Português
21704,English
21705,English
21706,English
21707,English
21708,"English, Français"
21709,English
21710,No Language
21711,
21712,
21713,English
21714,English
21715,English
21716,English
21717,English
21718,ελληνικά
21719,
21720,
21721,English
21722,"العربية, English"
21723,English
21724,English
21725,"Deutsch, Magyar"
21726,English
21727,English
21728,English
21729,English
21730,日本語
21731,English
21732,English
21733,ελληνικά
21734,
21735,"ελληνικά, English"
21736,English
21737,English
21738,English
21739,English
21740,English
21741,
21742,English
21743,"English, Français"
21744,English
21745,"English, Español"
21746,"Deutsch, Nederlands"
21747,"普通话, English, Español, Nederlands"
21748,English
21749,English
21750,"English, Italiano"
21751,English
21752,English
21753,"English, Deutsch"
21754,English
21755,English
21756,English
21757,English
21758,Eesti
21759,"Français, English"
21760,English
21761,English
21762,"English, Italiano, Español"
21763,"English, Deutsch"
21764,
21765,English
21766,English
21767,English
21768,English
21769,English
21770,English
21771,English
21772,
21773,English
21774,Polski
21775,English
21776,English
21777,
21778,English
21779,"English, Deutsch"
21780,"English, Deutsch"
21781,
21782,English
21783,svenska
21784,English
21785,English
21786,English
21787,فارسی
21788,English
21789,
21790,
21791,English
21792,Français
21793,English
21794,
21795,"Français, English"
21796,English
21797,English
21798,"English, Français, Italiano"
21799,English
21800,English
21801,"Deutsch, Español"
21802,Español
21803,English
21804,English
21805,English
21806,English
21807,Français
21808,English
21809,English
21810,English
21811,English
21812,Português
21813,Français
21814,Deutsch
21815,English
21816,"English, Français, Deutsch, Português"
21817,English
21818,suomi
21819,日本語
21820,
21821,Türkçe
21822,shqip
21823,Português
21824,English
21825,"English, Français, Deutsch, Italiano"
21826,
21827,English
21828,English
21829,English
21830,English
21831,English
21832,العربية
21833,
21834,English
21835,Français
21836,English
21837,"English, Pусский, Español"
21838,English
21839,English
21840,日本語
21841,English
21842,"English, Somali"
21843,Deutsch
21844,English
21845,English
21846,日本語
21847,
21848,
21849,"English, Deutsch"
21850,English
21851,English
21852,English
21853,English
21854,suomi
21855,English
21856,English
21857,English
21858,
21859,Italiano
21860,English
21861,
21862,"English, Português, Pусский"
21863,English
21864,English
21865,"English, Español"
21866,English
21867,English
21868,
21869,English
21870,
21871,English
21872,English
21873,English
21874,English
21875,English
21876,English
21877,English
21878,普通话
21879,English
21880,"English, Deutsch, العربية, اردو"
21881,English
21882,
21883,"English, Deutsch"
21884,"Français, Italiano"
21885,Português
21886,
21887,English
21888,"ελληνικά, Türkçe"
21889,Français
21890,svenska
21891,English
21892,English
21893,English
21894,English
21895,"Bahasa melayu, 普通话, English"
21896,English
21897,Dansk
21898,English
21899,English
21900,English
21901,English
21902,Srpski
21903,
21904,English
21905,
21906,English
21907,English
21908,English
21909,English
21910,English
21911,English
21912,日本語
21913,"Français, English, Nederlands"
21914,日本語
21915,日本語
21916,English
21917,"Português, English"
21918,English
21919,suomi
21920,日本語
21921,English
21922,English
21923,English
21924,English
21925,日本語
21926,English
21927,English
21928,English
21929,English
21930,English
21931,Română
21932,ελληνικά
21933,English
21934,English
21935,
21936,فارسی
21937,
21938,
21939,Español
21940,
21941,"English, Deutsch"
21942,suomi
21943,
21944,
21945,English
21946,English
21947,"English, Español"
21948,Français
21949,日本語
21950,English
21951,English
21952,English
21953,"Español, English"
21954,English
21955,"English, Español"
21956,English
21957,English
21958,日本語
21959,日本語
21960,English
21961,English
21962,
21963,English
21964,English
21965,
21966,English
21967,Deutsch
21968,English
21969,"Český, English, Deutsch"
21970,English
21971,English
21972,"English, Français"
21973,English
21974,No Language
21975,Română
21976,English
21977,English
21978,"English, Français"
21979,English
21980,English
21981,
21982,
21983,
21984,Nederlands
21985,"Español, Français"
21986,Français
21987,English
21988,
21989,English
21990,English
21991,English
21992,English
21993,English
21994,English
21995,
21996,日本語
21997,"English, 日本語"
21998,English
21999,
22000,English
22001,
22002,Deutsch
22003,Tiếng Việt
22004,English
22005,English
22006,English
22007,Français
22008,English
22009,Français
22010,
22011,普通话
22012,"English, Français, Deutsch, 普通话"
22013,"English, Español"
22014,"Français, English"
22015,English
22016,
22017,English
22018,
22019,English
22020,"Română, English"
22021,English
22022,
22023,
22024,English
22025,English
22026,English
22027,English
22028,English
22029,English
22030,English
22031,Español
22032,Français
22033,
22034,English
22035,English
22036,"English, Français, Deutsch, Italiano"
22037,English
22038,English
22039,日本語
22040,English
22041,English
22042,English
22043,
22044,
22045,English
22046,"Italiano, English, Português"
22047,English
22048,English
22049,English
22050,Italiano
22051,Pусский
22052,"suomi, Pусский"
22053,
22054,English
22055,"English, Pусский"
22056,"English, Français"
22057,
22058,"suomi, Norsk"
22059,English
22060,English
22061,普通话
22062,Deutsch
22063,English
22064,English
22065,English
22066,English
22067,
22068,English
22069,English
22070,"English, Català, Español, Deutsch"
22071,English
22072,English
22073,"English, svenska"
22074,English
22075,
22076,English
22077,
22078,Français
22079,Français
22080,English
22081,English
22082,English
22083,Español
22084,English
22085,
22086,English
22087,English
22088,English
22089,English
22090,"English, Deutsch"
22091,English
22092,English
22093,Polski
22094,svenska
22095,Bahasa indonesia
22096,Bahasa melayu
22097,
22098,English
22099,
22100,日本語
22101,日本語
22102,
22103,English
22104,English
22105,English
22106,English
22107,"English, 日本語"
22108,Deutsch
22109,Français
22110,Pусский
22111,"English, Français, Español"
22112,English
22113,English
22114,English
22115,
22116,Türkçe
22117,
22118,"English, svenska, Íslenska, العربية"
22119,English
22120,English
22121,English
22122,English
22123,English
22124,"English, Română"
22125,suomi
22126,English
22127,Pусский
22128,English
22129,"English, Français, 日本語"
22130,English
22131,English
22132,English
22133,English
22134,English
22135,
22136,English
22137,"English, Italiano"
22138,English
22139,
22140,suomi
22141,English
22142,
22143,English
22144,"Italiano, English, Bosanski"
22145,English
22146,English
22147,"Norsk, svenska"
22148,日本語
22149,
22150,English
22151,English
22152,Français
22153,"Pусский, English"
22154,"Português, Español"
22155,English
22156,English
22157,English
22158,日本語
22159,English
22160,Français
22161,English
22162,English
22163,English
22164,Français
22165,English
22166,English
22167,English
22168,English
22169,English
22170,"Français, Italiano"
22171,"Deutsch, Srpski"
22172,"English, Français"
22173,English
22174,svenska
22175,日本語
22176,English
22177,Español
22178,"Français, English"
22179,English
22180,"English, Italiano"
22181,English
22182,"Deutsch, English, Français"
22183,
22184,Český
22185,
22186,English
22187,
22188,
22189,"English, Afrikaans"
22190,English
22191,日本語
22192,日本語
22193,日本語
22194,English
22195,
22196,"Français, Italiano"
22197,suomi
22198,English
22199,English
22200,日本語
22201,"English, Français"
22202,English
22203,English
22204,English
22205,English
22206,English
22207,English
22208,English
22209,English
22210,日本語
22211,English
22212,English
22213,English
22214,English
22215,日本語
22216,日本語
22217,"Deutsch, 日本語"
22218,English
22219,English
22220,"العربية, Français, Italiano"
22221,
22222,English
22223,"Français, Deutsch"
22224,English
22225,Español
22226,
22227,Español
22228,
22229,English
22230,日本語
22231,English
22232,English
22233,English
22234,
22235,English
22236,English
22237,English
22238,English
22239,
22240,"English, Français, Deutsch, Srpski"
22241,"Deutsch, English"
22242,English
22243,English
22244,
22245,English
22246,English
22247,English
22248,Deutsch
22249,日本語
22250,"English, Polski"
22251,"Deutsch, English"
22252,English
22253,"Polski, English"
22254,Deutsch
22255,English
22256,日本語
22257,English
22258,Deutsch
22259,
22260,Polski
22261,Português
22262,English
22263,English
22264,
22265,English
22266,English
22267,English
22268,English
22269,English
22270,English
22271,"日本語, English"
22272,svenska
22273,Français
22274,English
22275,English
22276,English
22277,日本語
22278,日本語
22279,"English, Deutsch"
22280,Italiano
22281,"Český, Dansk, Deutsch, suomi, Français, Italiano, Malti, Nederlands, Polski, Português, Slovenčina, Slovenščina, Español, svenska, Türkçe, ελληνικά, English"
22282,"English, Deutsch"
22283,English
22284,English
22285,日本語
22286,Français
22287,English
22288,Română
22289,English
22290,English
22291,English
22292,English
22293,"Dansk, English"
22294,English
22295,English
22296,English
22297,English
22298,English
22299,"English, Magyar"
22300,Hrvatski
22301,
22302,"Français, Deutsch"
22303,Français
22304,Français
22305,日本語
22306,日本語
22307,English
22308,
22309,English
22310,Íslenska
22311,Français
22312,English
22313,English
22314,English
22315,
22316,Français
22317,English
22318,日本語
22319,日本語
22320,Español
22321,English
22322,English
22323,
22324,Español
22325,"Français, Italiano"
22326,Français
22327,Deutsch
22328,日本語
22329,日本語
22330,日本語
22331,English
22332,English
22333,English
22334,"English, Français, Deutsch"
22335,English
22336,ελληνικά
22337,普通话
22338,English
22339,"English, Italiano"
22340,Italiano
22341,English
22342,English
22343,"English, Français"
22344,English
22345,"English, Italiano"
22346,"English, Français, 日本語"
22347,Pусский
22348,Pусский
22349,Pусский
22350,Español
22351,English
22352,English
22353,"English, Italiano"
22354,English
22355,English
22356,English
22357,English
22358,English
22359,English
22360,English
22361,Français
22362,"English, 日本語"
22363,
22364,English
22365,Italiano
22366,English
22367,English
22368,Español
22369,English
22370,Italiano
22371,
22372,
22373,Français
22374,Pусский
22375,English
22376,svenska
22377,"English, Italiano"
22378,English
22379,English
22380,فارسی
22381,English
22382,"English, Deutsch"
22383,Deutsch
22384,"English, Français"
22385,Deutsch
22386,"suomi, Pусский, svenska"
22387,
22388,
22389,Français
22390,Français
22391,فارسی
22392,
22393,svenska
22394,Deutsch
22395,suomi
22396,Deutsch
22397,Deutsch
22398,Deutsch
22399,English
22400,
22401,English
22402,"English, 普通话"
22403,فارسی
22404,فارسی
22405,Pусский
22406,English
22407,English
22408,Deutsch
22409,"English, Français, Deutsch, Español"
22410,"English, Italiano"
22411,English
22412,فارسی
22413,فارسی
22414,Nederlands
22415,svenska
22416,"Nederlands, English"
22417,English
22418,
22419,"English, Italiano"
22420,English
22421,日本語
22422,English
22423,"English, ελληνικά"
22424,Deutsch
22425,ελληνικά
22426,Italiano
22427,English
22428,English
22429,English
22430,English
22431,"English, Deutsch"
22432,English
22433,suomi
22434,suomi
22435,English
22436,"English, Français"
22437,English
22438,English
22439,English
22440,"English, Deutsch"
22441,English
22442,English
22443,"العربية, English"
22444,English
22445,English
22446,English
22447,English
22448,English
22449,English
22450,
22451,English
22452,English
22453,Italiano
