,name_production_company,revenue
21558,"Sombrero Films, Sombrero Productions",0.0
21559,,0.0
21560,Benagoss Productions,0.0
21561,,0.0
21562,"Templeheart Films, Filmgate Films, Sterling Pictures Ltd",0.0
21563,Poppoli Pictures,0.0
21564,"H5, Autour de Minuit Productions, Little Minx Films",0.0
21565,,0.0
21566,"Polygon Entertainment, CJ Entertainment, Doosabu Film",11301649.0
21567,Thinking Bee Productions,0.0
21568,,0.0
21569,,0.0
21570,Drama Deluxe,0.0
21571,,0.0
21572,,0.0
21573,"FlipZide Pictures, Project 8 Films, Parallel Media, Voodoo Production Services, Lion Share Productions",0.0
21574,,0.0
21575,,0.0
21576,Twentieth Century Fox Film Corporation,0.0
21577,John Farrow Productions,0.0
21578,"PFG Entertainment, Ocean Avenue Productions",0.0
21579,"Gaumont, Screen Australia, Screen NSW, France Télévisions, France 2 Cinéma, Hopscotch Features, Mon Voisin Productions",318982.0
21580,The Pumpkin Factory,0.0
21581,"Isle of Man Film, CinemaNX",0.0
21582,"Tandem Communications, Film Afrika Worldwide, RTL",0.0
21583,,0.0
21584,RKO Radio Pictures,0.0
21585,"New Wave Entertainment, Chill, Brady Oil Entertainment",0.0
21586,,0.0
21587,The  First Musical Company,0.0
21588,Gower Street Pictures,0.0
21589,"Vanguard Entertainment, WarnerVision Films",0.0
21590,"FilmHaven Entertainment, BorderLine Films",0.0
21591,Film Export Group,0.0
21592,Crown International Pictures,0.0
21593,,0.0
21594,,0.0
21595,"Killer Films, Big Indie Pictures",0.0
21596,"ARP Sélection, Caramel Films, Diabolo Films",0.0
21597,Full Moon Entertainment,0.0
21598,"Castel Film Studio, Full Moon Entertainment",0.0
21599,"Castel Film Romania, Full Moon Entertainment",0.0
21600,Allied Artists Pictures,0.0
21601,Part II Productions,0.0
21602,"Filmax, Signature Entertainment, Pinema, Pantelion Films",99067206.0
21603,Castel Film Romania,0.0
21604,RAIN DOMINION,0.0
21605,China Star Entertainment,0.0
21606,,0.0
21607,"Columbia Pictures, Sony Pictures",0.0
21608,,0.0
21609,Lone Star Corporation,0.0
21610,"Focus Features, Working Title Films",5750401.0
21611,Frankovich Productions,0.0
21612,,0.0
21613,"Full Moon Pictures, Big City Pictures",0.0
21614,,0.0
21615,,0.0
21616,,0.0
21617,"Dark Castle Entertainment, Signature Pictures, After Dark Films, Silver Reel, Saints LA, Bomar OOD, thefyzz, Dunulf Productions, Emmitt Productions Limited, ADF Acquisitions",10501938.0
21618,Oscilloscope Laboratories,0.0
21619,"MK Pictures, Myung Films",0.0
21620,,0.0
21621,Full Moon Entertainment,0.0
21622,Full Moon Entertainment,0.0
21623,Pyramide Productions,0.0
21624,"Columbia Pictures, Warwick Film Productions",0.0
21625,"Hallmark Entertainment, Flying Freehold Productions",0.0
21626,Soyuzmultfilm,0.0
21627,"Smithfield Street Productions, Autumn Entertainment",0.0
21628,,0.0
21629,Elisabeth Müller Filmproduktion,0.0
21630,,0.0
21631,Flying Eye Productions,0.0
21632,,0.0
21633,,0.0
21634,,0.0
21635,,0.0
21636,,0.0
21637,,0.0
21638,,0.0
21639,,0.0
21640,"Dynamite Entertainment, Quartet",0.0
21641,,0.0
21642,"Fuji Television Network, Shochiku, Pony Canyon",0.0
21643,"Heyday Films, Esperanto Filmoj",716392705.0
21644,,0.0
21645,"Paul Schiff Productions, Island Bound Productions",0.0
21646,,0.0
21647,,0.0
21648,Cinetel Films,809.0
21649,"Fastnet Films, Caramel Film, No Trace Camping",7847000.0
21650,,0.0
21651,"CCFBR Produções, Dream Team Concept",0.0
21652,New World Pictures,0.0
21653,"New Holland Pictures, IDTV Film",0.0
21654,,0.0
21655,"Alcon Entertainment, Madhouse Entertainment",122126687.0
21656,"Appian Way, Scott Free Productions, Relativity Media, Energy Entertainment, Red Granite Pictures",15400000.0
21657,,0.0
21658,,0.0
21659,"Fickle Fish Films, Moxie Pictures",2159041.0
21660,"Sony Pictures, FilmDistrict",0.0
21661,,0.0
21662,"Revolution Films, Working Title Films, Cross Creek Pictures, Exclusive Media Group, Double Negative",90247624.0
21663,,0.0
21664,,0.0
21665,"Canal Plus, TF1 Films Production, Grive Productions, EuropaCorp, Relativity Media, TF1, Malavita",36894225.0
21666,,0.0
21667,,0.0
21668,,0.0
21669,,0.0
21670,"Traction Media, Animal Kingdom",1600000.0
21671,"Killer Films, Treehouse Pictures",0.0
21672,Periclean Productions,0.0
21673,"Paramount Pictures, Cinema Group Ventures",0.0
21674,Entertainment Securities,0.0
21675,,0.0
21676,RKO Radio Pictures,0.0
21677,Paramount Pictures,0.0
21678,,0.0
21679,,0.0
21680,,0.0
21681,Blender Foundation,0.0
21682,"PolarStar Entertainment, Polarstar Pictures",0.0
21683,,0.0
21684,,0.0
21685,,6508.0
21686,National Geographic Television,0.0
21687,,0.0
21688,Maurice Devereaux Productions,0.0
21689,,0.0
21690,,0.0
21691,,0.0
21692,,0.0
21693,,0.0
21694,,0.0
21695,"3 Arts Entertainment, The Mark Gordon Company",3566225.0
21696,"Burning Myth Productions, Matter Media Studios",0.0
21697,Oudine Productions,43.0
21698,,0.0
21699,"Castle Hill Productions, Quest Entertainment",0.0
21700,The Essanay Film Manufacturing Company,0.0
21701,,0.0
21702,"StudioCanal, Dark Castle Entertainment, Silver Pictures",0.0
21703,"Lereby Productions, Globo Filmes",0.0
21704,Wheel Productions,0.0
21705,"Channel 4 Television, PBS",0.0
21706,Epic Pictures Group,0.0
21707,Jeff Most Productions,0.0
21708,Disney Channel,0.0
21709,The Harold Lloyd Corporation,0.0
21710,The Essanay Film Manufacturing Company,0.0
21711,,0.0
21712,Maruti International,47000000.0
21713,Screen Gems,16549477.0
21714,,0.0
21715,,0.0
21716,,0.0
21717,Leopard Drama,0.0
21718,Avalon Productions,0.0
21719,,0.0
21720,Touchstone Pictures,0.0
21721,Universal Pictures,1659542.0
21722,"IFC Films, Myriad Pictures, Alliance Films",0.0
21723,72 Productions,0.0
21724,,0.0
21725,"Amour Fou Filmproduktion, Hungarian Motion Picture Fund, Hunnia Filmstúdió, Filmfonds Wien, Programme MEDIA de la Communauté Européenne",66559.0
21726,Rampart Films,0.0
21727,Amulet Pictures,0.0
21728,"Columbia Pictures, Gene Autry Productions",0.0
21729,,0.0
21730,"Nikkatsu, Denjin Zaborger Film Partners, Sushi Typhoon",0.0
21731,,0.0
21732,,0.0
21733,"Marni Film, Cactus Three, Nova, Faliro House Productions, Feelgood Entertainment, Haos Film, Avion Films, Queen Street Partners",0.0
21734,,0.0
21735,"OmniaTV, Unfollow Magazine",0.0
21736,Allied Artists Pictures,0.0
21737,WWE Studios,0.0
21738,Planet Filmplays,0.0
21739,Gramercy Pictures,0.0
21740,Middle Reef,0.0
21741,,0.0
21742,Bright Eye Pictures,0.0
21743,"Pandora Filmproduktion, Wild Bunch, Arte France Cinéma, Alcatraz Film, Palatine Étoile 10, Soficinéma 9, Indéfilms",12247.0
21744,,0.0
21745,"Paramount Vantage, Bona Fide Productions",17654912.0
21746,"Parachute Pictures, TDMP",0.0
21747,First Floor Features,0.0
21748,Fox Searchlight Pictures,25288872.0
21749,"Voltage Pictures, Ram Bergman Productions, HitRecord Films",0.0
21750,,0.0
21751,"Industrial Development Corporation of South Africa, 120dB Films, The Department of Trade and Industry of South Africa, Cinema Management Group, The National Film and Video Foundation of SA, Wonderful Works, Triggerfish Animation",0.0
21752,,0.0
21753,,0.0
21754,,0.0
21755,New World Pictures,0.0
21756,"Scottish Screen, Screen East, Independent",0.0
21757,,0.0
21758,Allfilm,0.0
21759,"SCOPE Invest, Brio Films, Scope Pictures",0.0
21760,"Exclusive Media Group, Picturehouse Entertainment",7972967.0
21761,RDF Media,0.0
21762,"Clemi Cinematografica, Conquest Productions, Esme, Golden Sun",0.0
21763,"Fábula, Diroriro",0.0
21764,,0.0
21765,HBO Films,0.0
21766,"Fury Productions, Bionic Boy Productions",0.0
21767,,0.0
21768,"Zero Gravity Management, Castlight Pictures",0.0
21769,Monogram Pictures,0.0
21770,United Artists,0.0
21771,Karma Films,0.0
21772,,0.0
21773,Castelao Producciones,0.0
21774,Polski Instytut Sztuki Filmowej,0.0
21775,Darlow Smithson Productions,0.0
21776,Mischief Films,0.0
21777,General Pictures,0.0
21778,Affinity Entertainment,0.0
21779,"Malofilm, Allegro Films, The Image Organization, Filmtech",14225876.0
21780,"Malofilm, The Image Organization, Filmtech, Lance Entertainment",0.0
21781,,0.0
21782,"Columbia Pictures, Gene Autry Productions",0.0
21783,,0.0
21784,"Duplass Brothers Productions, New Artists Alliance, Floren Shieh Productions",19613.0
21785,,0.0
21786,,0.0
21787,,0.0
21788,,0.0
21789,Next Entertainment,0.0
21790,Friday Filmworks,18000000.0
21791,Next Turn Productions,0.0
21792,"Centre National de la Cinématographie, Mars Films, Elia Films, Orange Cinéma Séries, Cofimage 23",0.0
21793,"Double Feature Films, Regency Enterprises, Appian Way, Stone Village Pictures, New Regency Pictures",62616646.0
21794,,0.0
21795,"Eurimages, Wild Bunch, France Télévision, Vertigo Films, Scope Pictures, France 2 Cinéma, Le Tax Shelter du Gouvernement Fédéral de Belgique",10165694.0
21796,,0.0
21797,Present Pictures,0.0
21798,MK2 Productions,85154.0
21799,"Pennebaker Productions, Troy Films",0.0
21800,Samaritan Entertainment,0.0
21801,"Pyramide Productions, Wanda Films, Dreamer Joint Venture Filmproduction",0.0
21802,,0.0
21803,"Wilding Picture Productions, Second City",0.0
21804,"Pure Flix Entertainment, Check the Gate Productions",0.0
21805,Universal 1440 Entertainment,0.0
21806,"Full Moon Pictures, Castel Film Romania",0.0
21807,,0.0
21808,"Rainmark Films, HBO Films, Sakura Films",0.0
21809,"Frank Seltzer Productions, Essaness Productions",0.0
21810,Natural Wipe Films,0.0
21811,"Planet Productions, Adams Apple Film Company, Angel Venture",0.0
21812,,0.0
21813,"Bizibi, Versus Production, El Campo Cine, Direct Cinéma",0.0
21814,Literarisches Colloquium,0.0
21815,"Playtone, American Film Company, Exclusive Media Group",653651.0
21816,"KMBO, Zjednoczenie Artystów i Rzemieslników",0.0
21817,72 Productions,0.0
21818,,0.0
21819,Excellent Film,0.0
21820,,0.0
21821,Güney Film,0.0
21822,,0.0
21823,"Vera Cruz Studios, Kamera Filmes",0.0
21824,Circle Productions,0.0
21825,"Star Cinema Productions, XYZ Films, Reality Entertainment",466088.0
21826,,0.0
21827,,0.0
21828,Universal,0.0
21829,Joseph Shaftel Productions,0.0
21830,"Columbia Pictures, Sony",248384621.0
21831,Sony Pictures,0.0
21832,,0.0
21833,"Aamir Khan Productions, Excel Entertainment",0.0
21834,Nevada International Pictures,0.0
21835,"France 2 Cinéma, Diaphana Productions",0.0
21836,,0.0
21837,"Deviant Films, Silver Nitrate Pictures",0.0
21838,,0.0
21839,"Comedy Central, Pupcake Productions",0.0
21840,Toei Company,0.0
21841,,0.0
21842,Columbia Pictures,95000000.0
21843,Spiegel TV,0.0
21844,,0.0
21845,"An Olive Branch Productions, SCTV",0.0
21846,,0.0
21847,,0.0
21848,,0.0
21849,"Coop 99, ARTE, Starhaus Filmproduktion",0.0
21850,,0.0
21851,,0.0
21852,MGM Home Video,0.0
21853,,0.0
21854,,0.0
21855,,0.0
21856,,0.0
21857,International Artists,0.0
21858,,0.0
21859,,0.0
21860,"Capture Film Internatrional, Meteor Film Productions",16136.0
21861,,0.0
21862,,0.0
21863,Cinema Group,0.0
21864,,0.0
21865,"Open Road Films, Overnight Films, AR Films, Aldamisa Entertainment, Demarest Films, 1821 Pictures, Quick Draw Productions",15008161.0
21866,,0.0
21867,"Egoli Tossell Film AG, Steel Mill Pictures, Entre Chien et Loup, Filmgate Films, Logie Pictures, Altitude Film Entertainment, Film House Germany, Maven Pictures",9114264.0
21868,,0.0
21869,amber entertainment,1162635.0
21870,,3250000.0
21871,Universal Pictures,0.0
21872,DNA Films,0.0
21873,Beat Pirate Films,0.0
21874,,0.0
21875,Turner Pictures,0.0
21876,Sneak Preview Productions,22456509.0
21877,,0.0
21878,,0.0
21879,"Bórd Scannán na hÉireann, Irish Film Board, Fantastic Films, MPI Media Group, Tailored Films, Solid Entertainment",95000.0
21880,"Summit Entertainment, Atmosphere Entertainment MM, Mark Canton Productions, Envision Entertainment, Knightsbridge Entertainment",122915111.0
21881,Universal Pictures,0.0
21882,,0.0
21883,"Asgaard Entertainment, YMIR Productions",0.0
21884,"Armada Films, Vendome Pictures, Armada Films Production",11384015.0
21885,"Europa Films, Globo Filmes, Gávea Filmes",0.0
21886,,0.0
21887,"Fox Searchlight Pictures, Dune Entertainment, Flavor Unit Entertainment",21520719.0
21888,,6086224.0
21889,,0.0
21890,SVT Drama,0.0
21891,"Screen Gems, Misher Films",82394288.0
21892,,0.0
21893,"DreamWorks SKG, Participant Media, Reliance Entertainment, Touchstone Pictures, Anonymous Content",8555008.0
21894,,0.0
21895,greenskyFILMS,0.0
21896,Gainsborough Pictures,0.0
21897,Nimbus Film Productions,0.0
21898,"Ingenious Media, Fox 2000 Pictures, Scott Free Productions, Kanzaman, Nick Wechsler Productions, Big Screen Productions, Chockstone Pictures, Translux, TSG Entertainment",71009334.0
21899,New City Releasing,0.0
21900,One Of Those Productions,0.0
21901,Troma Entertainment,0.0
21902,Dribbling Pictures,0.0
21903,,0.0
21904,,0.0
21905,Edison Manufacturing Company,0.0
21906,Principle Entertainment,7965.0
21907,,0.0
21908,"M6 Films, Odessa Films, Saga Pictures, Jones Film",0.0
21909,Republic Pictures,0.0
21910,Black Chalk Productions,0.0
21911,Mankurt Media,0.0
21912,Toho Company,0.0
21913,,0.0
21914,,0.0
21915,Toho Company,0.0
21916,,0.0
21917,"Artisan Entertainment, Hallmark Entertainment",0.0
21918,,0.0
21919,,0.0
21920,,0.0
21921,Saratoga Film Corporation,0.0
21922,Maltauro Entertainment,0.0
21923,"Lazer Entertainment, Cinema and Theatre Seating Limited",0.0
21924,"Alcove Entertainment, Attercop Productions",200406.0
21925,,0.0
21926,"Colorfast Pictures, Secret Identity Productions",0.0
21927,"Plan B Entertainment, Regency Enterprises, River Road Entertainment, Film4, New Regency Pictures",187000000.0
21928,,0.0
21929,"Winning Edge Partners, 1428 Films",0.0
21930,"Serendipity Point Films, Nomadic Pictures",0.0
21931,"Parada Film, Hai Hui Entertainment",0.0
21932,Blackbird Production,0.0
21933,Killer Films,0.0
21934,"Towa Productions, Filmlink International",0.0
21935,,0.0
21936,Makmalbaf Film House,0.0
21937,,0.0
21938,,0.0
21939,,0.0
21940,,0.0
21941,"Cinephil, Jetlag Productions, Zadig Productions, Yofi Films, Girls Club Film Project",0.0
21942,Mad Dimension,0.0
21943,,0.0
21944,,0.0
21945,,0.0
21946,,0.0
21947,Tarnol Group Pictures,0.0
21948,"Cofinova 6, Walking The Dog, uFilm, Cofinova 7, Finalement",0.0
21949,Toho Company,0.0
21950,Cory Film Corporation,0.0
21951,,0.0
21952,"George Street Pictures, Release Entertainment, Davis Entertainment Filmworks",0.0
21953,Flick Productions,0.0
21954,,0.0
21955,"Ambush Entertainment, Chaos Theory Entertainment",0.0
21956,"Sudden Storm Productions, FilmNation Entertainment, Treehouse Pictures, Before the Door Pictures, Washington Square Films, Black Bear Pictures",6108720.0
21957,Universal Pictures,0.0
21958,,0.0
21959,,0.0
21960,"Cross Creek Pictures, Vertebra Films",0.0
21961,"MGM Television, Showtime Networks",0.0
21962,Secret Handshake Entertainment,0.0
21963,"Paramount Pictures, Seven Arts Pictures, Sinatra Enterprises",0.0
21964,,2685453.0
21965,,0.0
21966,"Cannon Group, Vision Pictures",0.0
21967,,0.0
21968,,0.0
21969,,0.0
21970,"Twentieth Century Fox Film Corporation, Fox Animation Studios",0.0
21971,"Summit Entertainment, Chartoff Productions, Odd Lot Entertainment, Digital Domain, Taleswapper",125537191.0
21972,Hammer Film Productions,0.0
21973,,0.0
21974,Pixar Animation Studios,0.0
21975,Rollin Studio Romania,0.0
21976,Epix,0.0
21977,"Walt Disney Pictures, Pixar Animation Studios",0.0
21978,20th Century Pictures,0.0
21979,Columbia Pictures Corporation,0.0
21980,"Qwerty Films, Irish Film Board, Fantastic Films",24084.0
21981,Zoetrope Studios,0.0
21982,,0.0
21983,,0.0
21984,"VTM, Eyeworks",0.0
21985,,0.0
21986,,0.0
21987,"Paramount Pictures, MTV Films, Dickhouse Productions",151831537.0
21988,,0.0
21989,"Final Cut Productions, The Matthau Company",0.0
21990,Marvel Studios,644571402.0
21991,New World Pictures,0.0
21992,Columbia Pictures Corporation,0.0
21993,"BBC, The Open University",0.0
21994,"Insight Film Studios, Proud Mary Entertainment, Tortured Productions, Five Star Pictures",0.0
21995,,0.0
21996,,0.0
21997,"Universal Studios, Universal Pictures, Voltage Pictures, Truth Entertainment",55198285.0
21998,"CBS Films, FilmNation Entertainment, Crime Scene Pictures, Michael Lobell Productions, ArtPhyl",0.0
21999,"CJ Entertainment, REALies",0.0
22000,"Avalon Television Ltd, New Wave Entertainment Television",0.0
22001,,0.0
22002,"Senator Film Produktion, Rialto Films, ARD Degeto Film, Cuckoo Clock Entertainment",0.0
22003,Chanh Phuong Phim,0.0
22004,"Lionsgate, Legacy Filmworks, Gunny Entertainment, Jugular, Americana Films",0.0
22005,"Luminair Film Productions, Hawaii Film Partners",0.0
22006,"Film4, Moonspun Films",0.0
22007,"Procirep, Wild Bunch, Mars Distribution, Fidélité Films, TF1 Films Production, Orange Cinéma Séries",0.0
22008,"BBC Films, BBC Arts",0.0
22009,,0.0
22010,Sonet Film AB,0.0
22011,"Office Kitano, Xstream Pictures, Shanghai Film Group",154120.0
22012,"Allegro Films, Ormenis Film, Thelma Film AG, Zero One Film",0.0
22013,Stan Margolies Company,0.0
22014,,0.0
22015,,0.0
22016,,0.0
22017,Paramount Pictures,1300000.0
22018,Mirovision,0.0
22019,"Cowboy Films, Passion Pictures, BFI Film Fund",0.0
22020,"10th Hole Productions, Anonymous Content, Ambush Entertainment, Maven Pictures, Foggy Bottom Pictures",0.0
22021,"The Safran Company, PalmStar Entertainment, Hours Capital",0.0
22022,,0.0
22023,"Good Film Company, Finecut",3623330.0
22024,,0.0
22025,"Instinctive Film, XYZ Films, High Five Films, Pandastorm Pictures",0.0
22026,,0.0
22027,,0.0
22028,,0.0
22029,,0.0
22030,,0.0
22031,,0.0
22032,Chapter 2,0.0
22033,,0.0
22034,,0.0
22035,"BBC Films, Unison Films, Lipsync Productions, Number 9 Films",258656.0
22036,,0.0
22037,,0.0
22038,"Reel FX Creative Studios, Relativity Media",110000000.0
22039,,0.0
22040,"Ambassador Productions, Don Sharpe Enterprises, National General Pictures",0.0
22041,Newport Films,0.0
22042,Boy Wonder Films,0.0
22043,,0.0
22044,,0.0
22045,,0.0
22046,,0.0
22047,Cineville,0.0
22048,,0.0
22049,Echo Bridge Entertainment,0.0
22050,"Francinor, Serena",0.0
22051,Mosfilm,0.0
22052,Mosfilm,0.0
22053,Hanmac Films,0.0
22054,,0.0
22055,"Thema Production, Peace Arch Films",0.0
22056,,0.0
22057,,0.0
22058,,0.0
22059,"Laurence Mark Productions, CBS Films, Outlaw Sinema, Good Universe, Gidden Media",134402450.0
22060,,0.0
22061,Enlight Pictures,116000000.0
22062,,0.0
22063,Louisiana Production Consultants,0.0
22064,,0.0
22065,,0.0
22066,"Columbia Pictures Corporation, Rorvic Productions",0.0
22067,,0.0
22068,"Tom Ward Enterprises, Winger",0.0
22069,Movie Mogul Films,0.0
22070,"Ibermedia, Eurimages, Cofimage, Fado Filmes, Roxbury Pictures, Tobina Film, A Contracorriente Films",0.0
22071,Paramount Pictures,11787127.0
22072,Paramount Pictures,0.0
22073,Bridge Entertainment Group,0.0
22074,Showtime Networks,0.0
22075,Troma Entertainment,0.0
22076,"ShoreFront Entertainment, Iron River Films",0.0
22077,,0.0
22078,"Artco Films, Citel Films",0.0
22079,"Eskwad, CinéCinéma, Contre Prod",0.0
22080,"Studio Hamburg International Production, Saltire Entertainment, Alexander Sextus",0.0
22081,,0.0
22082,,0.0
22083,,0.0
22084,,0.0
22085,,0.0
22086,,0.0
22087,,0.0
22088,"Warp Films, Warp X",0.0
22089,"BBC Films, The Weinstein Company, Baby Cow Productions, Pathé, Yucaipa Films, Magnolia Mae Films",100129872.0
22090,"Studio Babelsberg, Fox 2000 Pictures, Sunswept Entertainment",76586316.0
22091,Universal,71625195.0
22092,"Chicago Overcoat Productions, Beverly Ridge Pictures",0.0
22093,"Danish Film Institute, Portobello Pictures, Eurimages, Opus Film, Polski Instytut Sztuki Filmowej, Phoenix Film Investments, City of Lodz, Phoenix Film Poland",15298355.0
22094,BOB Film Sweden AB,0.0
22095,PERFINI,0.0
22096,,0.0
22097,Ashok Kumar Productions,0.0
22098,,0.0
22099,,0.0
22100,"Shueisha, Toei Animation",53000000.0
22101,Toei Animation,0.0
22102,,0.0
22103,Sam Wiesenthal Productions,0.0
22104,,0.0
22105,"Lionsgate, Color Force",847423452.0
22106,"WingNut Films, New Line Cinema",958400000.0
22107,"Mid Atlantic Films, Stuber Productions, Universal, H2F Entertainment",150962475.0
22108,,0.0
22109,La Sorcière Rouge,0.0
22110,Mosfilm,0.0
22111,Lleju Productions,0.0
22112,,0.0
22113,,0.0
22114,"Future Films, Aldamisa Entertainment, Midnight Sun Pictures",0.0
22115,,0.0
22116,,0.0
22117,,0.0
22118,,0.0
22119,,0.0
22120,,0.0
22121,Paramount Pictures,0.0
22122,Factory Films,0.0
22123,"DreamWorks SKG, Touchstone Pictures",51164106.0
22124,"Bona Fide Productions, MediaPro Pictures",11650.0
22125,Mondo Furioso Filmproduction,0.0
22126,Bad Biology,0.0
22127,,0.0
22128,,0.0
22129,,0.0
22130,,0.0
22131,,0.0
22132,RKO Radio Pictures,0.0
22133,The Asylum,0.0
22134,,0.0
22135,,0.0
22136,"Rollercoaster Entertainment, Vortex Words Pictures",0.0
22137,Production Film 82,0.0
22138,,0.0
22139,,0.0
22140,Seppä Callahanin Filmimaailma Oy,0.0
22141,Charles Band Productions,0.0
22142,,0.0
22143,Paramount Pictures,0.0
22144,Medusa Film,18295.0
22145,,0.0
22146,Romulus Films,0.0
22147,Paradox Produksjon,0.0
22148,"Nikkatsu, Django Film",0.0
22149,,0.0
22150,"Worldvision, North American Pictures, Excalibur Pictures",0.0
22151,Favorite Films,0.0
22152,Magali Films,0.0
22153,Kinokultas,0.0
22154,"El Deseo, O2 Filmes, JumpCut",0.0
22155,Flat Dog Corporation,0.0
22156,Columbia Pictures Corporation,0.0
22157,"Walt Disney Pictures, Walt Disney Animation Studios",1274219009.0
22158,Daiei Studios,0.0
22159,"Lipsync Productions, General Film Corporation, Atlantic Film Productions",0.0
22160,"Multimedia Gesellschaft für Audiovisuelle Information mbH, Allegro Productions, Whodunit Productions",0.0
22161,Generation International,0.0
22162,"Drew Associates, ABC News",0.0
22163,,0.0
22164,"France 2 Cinéma, Wild Bunch, Manchester Films, ADCB Films, Cinéfrance 1888, Stadenn Productions",0.0
22165,Moviecraft Entertainment,0.0
22166,Marfa,0.0
22167,Juri Productions,0.0
22168,,0.0
22169,,0.0
22170,"Paramount Pictures, Dino de Laurentiis Cinematografica, Marianne Productions, Master Film",0.0
22171,"Film House Bas Celik, La Cinéfacture, Propeler Film, Neue Mediopolis Filmproduktion",0.0
22172,"Senator Film Produktion, Bavaria Pictures",0.0
22173,,0.0
22174,,0.0
22175,"FUNimation Entertainment, Madhouse",0.0
22176,"StudioCanal, CBS Films",32935319.0
22177,"Ibermedia, Razor Film Produktion GmbH, Nederlands Fonds voor de Film, Cine Ojo, RCN Cine, Rotterdam Media Fund, Hubert Bals Fund, Universidad Nacional de Colombia, Volya Films, Ciudad Lunar Producciones, Primer Plano Film Group, CineMart, Carboandes, Cinéfondation, Servientrega, Gobernacion del Cesar, Fondo para el Desarrollo Cinematografico, World Cinema Fund",0.0
22178,"Paramount Pictures, Appian Way, EMJAG Productions, Red Granite Pictures, Sikelia Productions",392000694.0
22179,"Millennium Films, Open Road Films",43058898.0
22180,Racing Pictures,373530.0
22181,"Catalyst Films International, Fuji Eight Company",0.0
22182,Transfax Film Productions,0.0
22183,,0.0
22184,Filmové studio Barrandov,0.0
22185,,0.0
22186,,0.0
22187,,0.0
22188,,0.0
22189,"Distant Horizons, Film Afrika Worldwide, Videovision Entertainment, Pathe, Origin Pictures",27330000.0
22190,"Jean Doumanian Productions, Smokehouse Pictures",74188937.0
22191,Daiei Motion Picture Company,0.0
22192,Daiei Motion Picture Company,0.0
22193,Daiei Motion Picture Company,0.0
22194,When Angels Sing,0.0
22195,Whitesands Media House,270000.0
22196,TS Productions,0.0
22197,"Plattform Produktion, Oy Bufo Ab, Magic Hour Films",0.0
22198,Myriad Pictures,0.0
22199,"Death Awaits Cinema, Twin Engine Films, Pink Buffalo Films",0.0
22200,Studio Khara,60487945.0
22201,"France 2 Cinéma, StudioCanal, Move Movie, Ce Qui Me Meut Motion Pictures",0.0
22202,,0.0
22203,"Kickstart Productions, Mythic International Entertainment, Raindance Entertainment",6147.0
22204,"Sidney Kimmel Entertainment, Touchy Feely Films, GreenStreet Films",0.0
22205,Orion Pictures,0.0
22206,High Delft Pictures,0.0
22207,Oscilloscope Laboratories,0.0
22208,,0.0
22209,,0.0
22210,Daiei Studios,0.0
22211,"Type A Films, Marc Platt Productions",0.0
22212,"Columbia Pictures, Atlas Entertainment, Annapurna Pictures",251171807.0
22213,"New Line Cinema, Ingenious Media, Twentieth Century Fox Film Corporation, Samuel Goldwyn Films, Big Screen Productions, Red Hour Films, TSG Entertainment, Down Productions",188133322.0
22214,Annapurna Pictures,47351251.0
22215,Daiei Studios,0.0
22216,Daiei Studios,0.0
22217,,0.0
22218,"Cinema Center Films, Jalem Productions, Done Four Productions",0.0
22219,"Cinema Center Films, Jalem Productions",0.0
22220,"GigaPix Studios, Paper and Pen Films",0.0
22221,TLA Releasing,0.0
22222,,0.0
22223,"Canal Plus, FOZ, Mars Films, France Télévision, Mandarin Films, France 2 Cinéma, Cofimage 24, Sofica Manon 3, Palatine Étoile 10, Cofinova 9, La Banque Postale Image 6",0.0
22224,,0.0
22225,"Jaleo Films, Andy Joke, Paloma Juanes",0.0
22226,"Ministry of Information, Crown Film Unit, British Army Film Unit",0.0
22227,,0.0
22228,,0.0
22229,,0.0
22230,Daiei Motion Picture Company,0.0
22231,"BBC, Science Channel",0.0
22232,,0.0
22233,,0.0
22234,,0.0
22235,,0.0
22236,"Atlas Independent, 852 Films",0.0
22237,Suburban Tempe Company,0.0
22238,Universal Pictures,0.0
22239,,0.0
22240,New Legend Media,0.0
22241,Lions Gate Films,0.0
22242,Paramount Pictures,0.0
22243,Sabella Dern Entertainment,0.0
22244,,0.0
22245,,0.0
22246,,0.0
22247,,0.0
22248,,0.0
22249,,0.0
22250,Filmquest Pictures,0.0
22251,,0.0
22252,"Universal Pictures, Weed Road Pictures, Herrick Entertainment, Leverage Management, Closest to the Hole Productions, Envision Entertainment Corporation, Film 44, Foresight Unlimited, Hollywood Studios International, Spikings Entertainment",149295601.0
22253,DiC Entertainment,0.0
22254,,0.0
22255,"Pacific Bay Entertainment Canada, Pacific Bay Entertainment",0.0
22256,Daiei Studios,0.0
22257,"Huffington Pictures, Levy Leder Company",0.0
22258,"Boje Buck Produktion, A Company Filmproduktionsgesellschaft",0.0
22259,,0.0
22260,,0.0
22261,Isabelle Films,0.0
22262,"Lost Witness Pictures, Film Regions International",0.0
22263,IRS Media,0.0
22264,"Pacific Bay Entertainment Canada, Pacific Bay Entertainment",0.0
22265,,383294.0
22266,"Cinévidéo, Filmel, Classic Film Industries",0.0
22267,"BBC America, BBC Cymru Wales",0.0
22268,New World Pictures,0.0
22269,ST Renegades,0.0
22270,"Walt Disney Pictures, BBC Films, Ruby Films, Hopscotch Features",112544580.0
22271,,0.0
22272,Film i Väst,0.0
