,release_date
19725,2011-10-05
19726,2012-10-26
19727,1993-03-26
19728,2004-01-01
19729,2005-12-02
19730,2005-04-21
19731,2011-06-13
19732,2010-05-24
19733,2011-09-28
19734,2012-10-22
19735,2012-08-15
19736,2012-05-11
19737,2007-01-01
19738,2012-10-10
19739,1993-01-01
19740,2000-01-01
19741,1981-05-01
19742,2008-03-25
19743,1949-12-24
19744,2009-02-05
19745,2012-10-10
19746,2011-10-21
19747,2010-01-21
19748,2009-09-14
19749,1985-05-03
19750,1954-04-15
19751,1919-05-17
19752,2011-07-15
19753,2012-09-08
19754,1990-01-01
19755,2012-10-25
19756,2012-08-02
19757,2012-10-11
19758,2002-07-02
19759,1997-01-01
19760,1981-01-01
19761,1995-01-19
19762,1999-01-01
19763,2012-10-04
19764,2012-09-20
19765,2012-07-13
19766,2012-09-28
19767,2012-05-02
19768,2002-03-23
19769,2001-01-01
19770,1995-01-01
19771,1941-12-25
19772,1963-02-13
19773,2010-03-22
19774,1969-06-23
19775,2011-11-18
19776,2012-09-09
19777,1996-11-15
19778,1987-01-01
19779,2012-09-12
19780,2009-11-06
19781,2007-09-11
19782,2008-03-31
19783,2012-11-01
19784,1982-10-08
19785,1999-11-17
19786,2012-09-08
19787,2012-11-02
19788,2011-11-23
19789,2012-09-06
19790,2012-11-20
19791,1939-06-30
19792,2011-09-15
19793,2007-04-09
19794,2012-11-02
19795,2011-08-08
19796,1975-01-01
19797,2012-09-12
19798,2012-04-02
19799,2012-09-05
19800,2012-10-27
19801,2009-01-19
19802,1997-04-13
19803,1971-07-21
19804,2012-09-28
19805,2012-09-13
19806,2011-07-07
19807,2012-09-28
19808,2012-10-19
19809,2011-09-22
19810,2005-10-25
19811,1940-09-01
19812,2012-11-02
19813,2012-11-02
19814,2012-11-02
19815,2007-08-18
19816,2011-11-14
19817,1934-09-14
19818,2002-06-09
19819,2000-01-01
19820,2001-06-11
19821,2011-11-30
19822,2002-01-01
19823,1959-08-01
19824,2009-01-28
19825,2009-01-01
19826,2012-05-17
19827,2012-07-01
19828,2012-06-12
19829,2011-09-06
19830,2012-10-19
19831,2011-04-19
19832,1970-12-18
19833,2004-05-26
19834,2003-11-30
19835,1976-09-17
19836,2007-06-19
19837,2011-08-03
19838,2009-07-19
19839,2012-08-31
19840,2012-01-21
19841,2012-07-11
19842,2012-09-27
19843,1982-09-01
19844,2012-01-17
19845,1999-03-12
19846,2012-05-18
19847,2012-09-06
19848,2012-11-14
19849,2009-11-19
19850,2010-06-04
19851,2011-02-24
19852,2004-03-01
19853,2010-11-03
19854,2012-11-09
19855,2012-11-09
19856,1934-12-08
19857,2010-03-21
19858,2011-06-01
19859,1926-03-13
19860,1988-05-08
19861,2012-08-25
19862,1961-10-01
19863,2012-01-01
19864,2011-09-06
19865,2011-06-01
19866,2012-01-20
19867,2012-09-28
19868,1970-08-28
19869,2012-11-13
19870,2012-03-09
19871,1925-09-22
19872,2011-11-28
19873,2006-04-14
19874,1973-02-22
19875,1982-11-02
19876,2011-09-12
19877,2012-11-16
19878,2012-11-21
19879,2011-11-03
19880,2012-11-21
19881,1953-10-15
19882,1961-02-27
19883,2008-01-26
19884,1969-03-01
19885,1975-11-21
19886,2011-06-07
19887,2004-12-12
19888,1998-10-07
19889,2006-04-05
19890,2012-06-07
19891,1937-02-25
19892,1934-06-02
19893,1959-07-17
19894,2012-06-29
19895,2010-01-01
19896,2012-11-08
19897,2008-11-09
19898,1932-04-30
19899,1937-07-03
19900,1954-01-29
19901,1946-06-06
19902,1962-10-02
19903,2011-08-27
19904,2006-08-15
19905,2008-01-01
19906,2004-09-17
19907,1999-03-26
19908,1952-07-01
19909,1951-06-29
19910,1950-12-11
19911,2011-11-19
19912,2008-09-26
19913,2012-09-09
19914,2012-01-20
19915,2011-04-30
19916,2012-10-05
19917,2012-07-26
19918,1950-04-07
19919,2010-11-25
19920,2011-10-18
19921,2003-01-01
19922,1997-03-26
19923,2006-01-01
19924,1958-12-01
19925,2006-06-13
19926,1947-07-18
19927,2012-11-10
19928,2010-10-01
19929,2010-09-04
19930,2001-01-20
19931,2005-12-13
19932,1998-10-10
19933,1974-01-01
19934,2003-05-24
19935,1933-06-29
19936,2011-10-14
19937,1938-03-18
19938,2002-01-14
19939,2010-10-15
19940,2012-07-03
19941,2011-09-28
19942,1949-11-25
19943,1949-04-19
19944,1934-06-30
19945,1980-02-27
19949,1976-07-08
19950,1976-08-21
19951,1976-10-10
19952,1977-01-01
19953,1965-11-17
19954,1966-04-20
19955,1979-02-14
19956,2011-07-22
19957,2010-12-17
19958,2012-11-09
19959,2012-11-02
19960,1977-07-22
19961,1978-04-27
19962,1979-02-17
19963,1979-04-21
19964,1978-06-30
19965,2006-05-23
19966,2009-04-08
19967,2005-12-07
19968,1985-10-26
19969,2005-03-10
19970,1982-05-24
19971,1993-07-20
19972,1971-10-03
19973,2008-10-25
19974,2012-04-12
19975,2009-11-27
19976,2012-09-06
19977,2010-02-13
19978,1983-02-13
19979,1983-03-04
19980,2011-01-01
19981,2008-01-26
19982,2011-09-13
19983,2013-05-16
19987,1991-05-11
19988,2012-09-21
19989,2012-11-22
19990,2012-02-11
19991,1992-10-13
19992,1973-01-01
19993,2004-06-30
19994,1977-12-14
19995,1988-01-01
19996,2011-07-16
19997,2009-08-14
19998,1947-05-17
19999,1938-11-11
20000,1941-12-18
20001,1991-03-21
20002,1984-05-27
20003,1994-01-01
20004,2010-02-18
20005,1983-01-01
20006,2010-03-13
20007,2012-09-07
20008,2011-09-08
20009,1985-02-10
20010,1985-08-15
20011,1996-11-09
20012,2001-04-18
20013,1982-07-03
20014,1972-05-04
20015,1999-12-12
20016,2011-07-03
20017,2009-07-03
20018,1982-01-21
20019,1984-01-26
20020,2012-01-20
20021,2006-11-01
20022,1986-03-01
20023,2011-12-10
20024,1939-01-06
20025,2001-01-09
20026,2012-03-08
20027,2012-09-08
20028,1938-07-29
20029,1942-05-29
20030,1949-04-15
20031,2012-11-26
20032,2001-01-01
20033,2009-01-01
20034,2008-01-01
20035,1986-02-16
20036,1989-09-01
20037,1992-05-29
20038,1993-12-18
20039,2012-09-09
20040,2012-12-07
20041,2012-06-22
20042,1964-02-28
20043,2009-05-15
20044,2012-05-18
20045,1995-03-02
20046,1996-02-10
20047,1997-02-01
20048,1998-04-03
20049,1981-03-04
20050,2005-09-28
20051,1976-02-11
20052,2010-07-13
20053,2012-01-27
20054,2011-08-11
20055,2011-11-16
20056,2008-05-19
20057,2010-05-19
20058,2001-11-19
20059,2005-10-23
20060,2012-05-16
20061,2006-07-10
20062,2011-10-28
20063,1986-09-24
20064,1955-05-06
20065,2008-01-01
20066,2012-09-14
20067,2000-09-05
20068,2012-12-19
20069,2012-02-01
20070,2012-01-01
20071,2012-10-01
20072,2012-09-19
20073,1896-01-25
20074,2004-09-17
20075,1995-12-13
20076,2009-02-01
20077,2012-12-18
20078,1968-06-01
20079,1978-07-10
20080,2011-10-23
20081,2012-08-31
20082,2013-01-31
20083,2007-07-13
20084,2007-03-15
20085,2012-12-14
20086,2011-09-12
20087,1995-03-08
20088,2003-04-02
20089,2012-09-05
20090,2012-03-29
20091,2011-09-08
20092,2010-07-22
20093,2012-10-02
20094,2004-01-16
20095,2005-06-08
20096,1970-06-10
20097,2012-11-09
20098,2011-02-18
20099,2006-01-20
20100,1972-09-01
20101,1935-01-01
20102,2012-11-29
20103,1936-07-24
20104,2008-06-11
20105,2008-01-19
20106,1987-05-05
20107,2012-12-19
20108,1968-06-21
20109,2012-12-14
20110,2012-12-20
20111,2012-12-25
20112,2012-12-20
20113,1993-01-01
20114,1990-07-06
20115,1971-07-30
20116,1984-06-16
20117,1968-05-25
20118,1995-05-09
20119,2012-11-09
20120,2012-09-09
20121,1964-12-28
20122,2012-12-18
20123,1977-01-21
20124,2012-04-27
20125,1967-09-28
20126,2012-04-20
20127,2012-12-23
20128,2005-03-20
20129,1997-05-16
20130,1960-09-25
20131,2010-01-19
20132,2012-12-21
20133,2012-09-08
20134,2012-11-30
20135,2009-12-30
20136,2008-10-15
20137,1999-01-20
20138,1941-06-19
20139,2010-11-05
20140,1979-05-01
20141,1975-03-17
20142,1966-08-26
20143,2011-08-26
20144,1934-05-04
20145,1936-12-25
20146,1939-06-13
20147,2011-09-11
20148,2005-04-13
20149,2005-01-01
20150,2012-10-14
20151,2012-06-20
20152,1979-03-03
20153,1947-11-01
20154,2006-12-12
20155,2012-10-25
20156,2011-09-07
20157,1992-04-22
20158,1990-05-04
20159,1995-11-14
20160,2014-10-10
20161,1956-07-12
20162,1999-11-24
20163,2010-12-31
20164,2012-02-11
20165,1989-06-22
20166,2011-01-19
20167,2012-10-03
20168,2007-12-09
20169,2010-06-06
20170,2010-05-19
20171,1983-06-10
20172,2011-11-18
20173,2010-09-23
20174,2003-11-23
20175,1969-02-07
20176,1995-04-21
20177,2009-07-31
20178,2011-09-04
20179,2011-10-14
20180,2012-12-25
20181,2012-04-20
20182,2011-01-05
20183,2012-01-23
20184,2010-04-23
20185,2011-04-08
20186,1948-07-24
20187,2011-09-23
20188,2011-11-30
20189,2012-06-01
20190,2011-06-22
20191,2012-05-24
20192,2012-09-21
20193,2008-11-08
20194,2012-09-24
20195,2011-10-26
20196,1993-11-17
20197,2012-04-27
20198,2011-12-08
20199,2011-10-14
20200,2001-09-10
20201,1986-06-13
20202,2007-06-10
20203,2012-12-07
20204,1959-09-10
20205,1940-08-30
20206,2010-03-31
20207,2004-03-01
20208,2009-11-25
20209,2012-06-07
20210,2012-08-25
20211,2000-09-03
20212,2012-03-10
20213,2008-01-01
20214,2012-05-18
20215,1958-03-11
20216,1952-08-14
20217,1942-08-13
20218,2002-12-14
20219,2001-01-01
20220,1975-05-24
20221,2010-11-12
20222,2012-09-23
20223,2005-01-01
20224,2012-08-08
20225,1974-01-01
20226,1970-02-18
20227,2008-01-01
20228,1991-09-23
20229,2010-05-12
20230,2011-04-01
20231,1975-01-01
20232,2011-06-20
20233,2010-06-03
20234,2009-11-01
20235,2012-09-11
20236,2012-09-14
20237,2009-03-20
20238,2008-08-17
20239,1992-03-11
20240,2005-11-01
20241,1947-04-25
20242,1972-02-02
20243,2012-12-26
20244,2012-10-12
20245,1994-01-01
20246,1972-01-01
20247,1984-08-02
20248,2012-10-05
20249,2007-06-29
20250,2011-11-14
20251,2012-11-29
20252,1999-01-01
20253,2006-11-06
20254,2009-08-01
20255,2012-10-12
20256,2003-05-04
20257,2011-05-01
20258,2011-04-16
20259,1933-07-15
20260,2011-05-03
20261,2013-01-03
20262,2013-03-15
20263,2012-11-28
20264,2013-01-10
20265,2012-12-21
20266,2006-05-18
20267,2001-09-28
20268,2002-01-01
20269,1984-09-07
20270,2012-09-06
20271,2011-10-01
20272,2012-03-02
20273,2011-06-13
20274,2012-09-01
20275,2010-09-10
20276,1987-01-01
20277,1998-01-09
20278,2010-01-22
20279,2012-10-05
20280,2007-01-01
20281,2013-01-11
20282,2010-06-30
20283,1998-04-26
20284,2011-09-09
20285,2012-04-20
20286,2010-04-20
20287,2011-03-20
20288,2012-09-26
20289,2012-11-28
20290,2013-01-18
20291,1984-03-04
20292,2012-09-12
20293,2011-07-16
20294,2011-07-16
20295,2010-02-16
20296,2009-05-17
20297,1965-10-26
20298,2011-09-11
20299,2012-02-13
20300,2012-11-16
20301,2012-10-05
20302,1977-12-28
20303,2012-01-06
20304,1973-02-14
20305,2005-02-20
20306,2006-04-30
20307,2007-05-22
20308,2011-10-17
20309,2010-05-09
20310,2011-05-21
20311,2012-05-19
20312,2012-09-21
20313,2007-10-05
20314,2008-09-05
20315,1993-01-17
20316,2008-02-22
20317,2012-10-08
20318,2005-01-01
20319,2013-01-12
20320,2013-01-17
20321,2008-08-29
20322,2013-04-05
20323,1932-12-16
20324,2012-05-16
20325,2009-10-01
20326,2011-07-31
20327,2012-01-01
20328,1990-07-02
20329,1973-10-13
20330,2002-11-02
20331,2013-01-18
20332,2009-04-24
20333,1955-01-01
20334,2012-02-02
20335,2012-09-07
20336,2002-08-11
20337,2012-01-01
20338,2011-09-02
20339,2012-02-12
20340,2012-02-16
20341,2013-04-12
20342,1966-10-26
20343,1969-11-19
20344,1957-12-22
20345,1999-08-15
20346,2011-01-21
20347,2011-03-10
20348,2012-03-03
20349,2007-04-15
20350,2012-02-25
20351,2012-09-07
20352,2011-09-08
20353,2012-10-18
20354,2012-10-12
20355,2001-11-29
20356,1957-04-01
20357,2011-02-16
20358,2011-06-21
20359,2012-08-10
20360,1918-01-21
20361,2010-01-06
20362,2011-05-04
20363,2011-12-21
20364,2012-03-07
20365,2010-10-22
20366,2012-12-28
20367,2011-01-17
20368,1997-10-09
20369,1976-03-01
20370,1960-04-04
20371,2013-01-01
20372,1992-06-16
20373,1994-05-31
20374,1943-06-10
20375,2013-01-04
20376,2007-05-01
20377,1972-01-01
20378,2012-04-20
20379,1997-02-12
20380,2012-09-07
20381,2013-01-23
20382,2012-04-06
20383,2011-09-04
20384,2010-10-06
20385,2013-03-01
20386,1994-02-01
20387,1993-05-01
20388,2011-04-01
20389,2012-08-10
20390,2012-11-30
20391,2009-04-18
20392,2013-01-17
20393,1950-01-12
20394,2010-01-01
20395,2012-05-21
20396,1964-01-01
20397,2010-01-01
20398,2010-12-29
20399,2012-05-11
20400,2012-11-09
20401,2012-09-14
20402,2012-11-28
20403,1991-03-11
20404,2012-10-30
20405,2007-10-14
20406,2004-12-03
20407,2007-11-20
20408,1972-03-12
20409,2003-02-16
20410,2012-08-24
20411,2012-03-30
20412,2012-08-17
20413,1966-02-04
20414,1966-11-02
20415,2010-11-03
20416,1938-10-31
20417,2013-05-31
20418,2012-11-16
20419,2009-07-01
20420,1974-02-01
20421,2010-06-30
20422,1976-09-01
20423,1977-01-01
20424,2005-05-12
20425,2012-12-14
20426,2012-02-13
20427,2011-09-23
20428,1965-01-01
20429,2011-01-01
20430,2012-09-21
20431,2011-05-14
20432,2012-02-14
20433,2012-09-21
20434,2011-09-11
20435,2012-07-13
20436,1993-04-05
20437,1976-03-04
20438,2010-09-26
20439,2009-05-13
20440,2012-09-27
20441,2012-11-24
20442,1983-01-01
20443,1962-01-01
20444,2010-01-01
20445,2006-08-31
20446,2006-01-01
20447,2012-08-27
20448,2013-01-18
20449,2013-01-31
20450,2012-06-06
20451,1961-01-01
20452,1969-01-01
20453,2007-09-18
20454,2010-06-17
20455,1998-08-25
20456,2004-12-10
20457,2012-08-07
20458,2013-06-07
20459,2012-05-25
20460,2013-02-01
20461,2010-06-19
20462,2008-02-13
20463,2012-02-11
20464,1950-02-21
20465,2009-09-11
20466,2009-04-01
20467,2013-02-07
20468,2012-10-26
20469,2013-02-01
20470,2013-02-07
20471,2007-08-18
20472,2007-01-01
20473,2013-06-28
20474,2013-02-07
20475,1997-06-28
20476,1971-03-19
20477,2012-09-25
20478,1978-01-01
20479,2004-08-20
20480,2010-03-01
20481,1961-03-26
20482,2007-12-01
20483,2010-09-15
20484,2012-07-09
20485,2012-11-15
20486,2012-08-02
20487,2013-01-31
20488,2012-10-06
20489,1976-02-13
20490,2009-02-15
20491,2009-05-26
20492,2010-11-27
20493,1970-06-13
20494,1969-03-19
20495,1968-10-16
20496,2012-12-20
20497,2013-02-06
20498,2012-09-15
20499,2013-02-13
20500,1972-12-16
20501,1951-10-26
20502,2011-02-11
20503,2010-10-22
20504,2013-02-06
20505,1962-09-14
20506,2003-01-17
20507,2013-03-01
20508,1979-01-01
20509,1963-01-01
20510,1963-01-01
20511,2012-02-17
20512,2012-03-11
20513,1987-03-11
20514,2013-02-07
20515,2011-09-09
20516,2005-12-26
20517,2012-11-04
20518,2011-10-26
20519,2012-08-31
20520,1932-07-12
20521,2000-09-08
20522,2011-02-11
20523,2011-03-01
20524,2000-01-18
20525,1971-02-12
20526,1970-07-27
20527,2012-10-04
20528,2012-10-26
20529,1960-12-31
20530,2009-10-23
20531,2006-11-18
20532,1933-04-01
20533,2012-10-23
20534,2011-01-21
20535,2013-02-14
20536,2013-02-15
20537,2006-04-04
20538,2011-02-25
20539,1966-05-07
20540,1972-01-10
20541,2006-07-18
20542,2005-01-01
20543,1997-03-19
20544,2011-03-11
20545,2013-04-05
20546,2011-09-09
20547,2012-01-12
20548,1973-01-17
20549,2001-10-14
20550,2009-01-31
20551,2012-09-21
20552,2012-07-21
20553,1974-04-10
20554,2012-09-28
20555,2013-02-21
20556,1968-03-15
20557,1969-10-03
20558,2007-06-21
20559,2013-02-08
20560,2013-07-07
20561,2008-08-29
20562,2013-02-21
20563,2002-03-10
20564,2005-12-29
20565,2008-04-24
20566,2011-01-28
20567,2012-09-26
20568,2012-07-03
20569,2013-02-01
20570,2010-01-01
20571,2004-01-01
20572,2002-11-15
20573,1990-12-13
20574,1997-03-25
20575,1958-04-07
20576,1913-05-09
20577,1971-01-01
20578,1999-04-15
20579,2006-06-12
20580,2004-06-23
20581,1962-11-12
20582,1965-02-19
20583,1966-02-25
20584,2013-02-27
20585,2011-11-24
20586,2013-02-28
20587,1998-10-21
20588,1959-03-25
20589,2010-09-10
20590,2012-08-31
20591,2010-10-01
20592,1949-10-05
20593,2013-03-26
20594,2011-07-29
20595,2006-10-20
20596,2013-02-28
20597,2013-01-03
20598,1998-04-19
20599,1969-03-21
20600,2013-01-18
20601,2013-03-07
20602,2006-02-15
20603,1978-08-12
20604,2008-03-25
20605,2007-10-24
20606,2013-03-08
20607,2013-03-20
20608,1971-02-09
20609,1956-10-31
20610,1956-11-21
20611,2010-06-25
20612,2010-01-22
20613,2010-04-24
20614,2011-09-09
20615,2012-09-18
20616,1973-04-26
20617,2008-06-03
20618,2011-12-25
20619,2000-12-18
20620,2000-01-01
20621,2011-03-21
20622,1989-05-06
20623,2012-11-27
20624,1990-04-01
20625,1962-02-16
20626,2003-02-02
20627,1947-08-27
20628,2012-09-14
20629,2010-08-13
20630,2012-01-15
20631,1965-06-23
20632,1999-06-02
20633,2012-08-09
20634,2012-11-01
20635,2011-01-01
20636,2009-10-25
20637,2010-01-20
20638,1950-09-28
20639,1949-07-13
20640,2009-11-15
20641,1962-12-01
20642,1963-04-01
20643,2012-01-27
20644,2012-10-12
20645,1951-12-31
20646,2012-01-21
20647,2010-01-01
20648,2012-02-17
20649,2010-02-14
20650,2011-11-11
20651,2008-04-04
20652,2012-11-09
20653,2013-02-08
20654,2013-03-14
20655,2013-01-24
20656,1987-02-07
20657,1991-12-31
20658,2011-03-31
20659,2012-05-03
20660,2013-03-08
20661,2011-05-26
20662,2012-10-10
20663,2011-10-11
20664,1990-01-15
20665,2005-04-14
20666,1975-11-01
20667,2000-01-10
20668,2012-02-07
20669,2013-01-18
20670,1954-11-01
20671,1977-04-28
20672,2012-01-23
20673,2012-08-03
20674,2010-01-10
20675,1988-12-01
20676,2013-03-14
20677,2013-03-20
20678,1957-05-27
20679,1916-04-16
20680,2013-03-22
20681,2012-03-01
20682,1990-12-12
20683,2001-01-09
20684,1936-01-01
20685,1930-11-08
20686,1996-01-21
20687,2007-04-28
20688,2011-04-10
20689,2012-01-22
20690,2012-10-19
20691,2000-05-25
20692,2011-06-15
20693,2013-02-12
20694,1970-10-29
20695,1983-03-25
20696,1998-08-23
20697,1998-09-20
20698,2008-06-01
20699,1959-07-05
20700,2009-04-29
20701,1929-01-01
20702,2008-10-21
20703,2011-01-28
20704,2008-09-24
20705,2012-12-10
20706,2007-02-02
20707,2012-03-13
20708,1992-05-08
20709,1999-07-11
20710,1993-09-22
20711,1934-04-28
20712,2009-09-10
20713,2012-08-01
20714,2012-09-26
20715,2012-07-20
20716,2012-07-12
20717,1943-08-06
20718,1992-01-01
20719,2013-03-20
20720,2012-03-06
20721,2012-09-08
20722,2013-03-24
20723,2008-03-01
20724,2009-09-27
20725,2012-04-10
20726,2013-03-22
20727,2010-08-05
20728,2011-03-19
20729,2010-01-01
20730,2012-09-20
20731,2008-08-14
20732,2011-09-23
20733,1984-07-01
20734,2011-03-12
20735,2011-01-01
20736,2011-09-09
20737,2013-03-21
20738,2010-04-18
20739,1945-11-09
20740,2012-09-28
20741,2006-04-11
20742,2005-09-28
20743,1968-03-08
20744,2006-10-20
20745,2008-11-17
20746,2012-07-11
20747,2011-07-11
20748,2012-01-27
20749,2009-08-09
20750,2004-06-29
20751,2000-02-18
20752,1983-04-21
20753,1974-12-08
20754,2006-04-25
20755,1974-06-28
20756,2005-03-01
20757,1983-01-01
20758,2011-07-19
20759,2013-09-12
20760,2012-11-22
20761,2009-10-21
20762,2007-05-07
20763,2012-10-07
20764,1993-10-01
20765,2012-10-27
20766,2012-02-12
20767,2001-09-26
20768,2008-03-25
20769,1984-01-30
20770,2003-08-08
20771,1960-08-10
20772,2004-01-01
20773,1987-01-01
20774,1997-11-20
20775,1917-06-25
20776,2013-04-05
20777,2013-03-27
20778,1966-07-31
20779,1952-05-14
20780,2013-04-02
20781,2011-04-01
20782,2013-03-15
20783,2012-09-11
20784,2012-10-29
20785,2011-02-24
20786,2012-12-20
20787,2011-04-23
20788,2005-01-07
20789,2011-09-19
20790,2012-10-10
20791,1956-11-14
20792,1966-10-01
20793,2000-06-16
20794,1984-11-14
20795,1967-06-20
20796,2008-03-01
20797,2012-07-23
20798,2001-08-15
20799,2009-01-01
20800,2011-06-08
20801,2010-05-14
20802,2004-06-01
20803,2012-09-11
20804,2010-01-22
20805,2013-04-07
20806,2013-04-10
20807,2012-04-23
20808,2012-03-08
20809,2008-06-07
20810,2013-02-27
20811,2012-03-28
20812,1976-10-06
20813,2012-01-21
20814,2013-02-22
20815,2013-04-12
20816,1992-10-30
20817,1963-12-23
20818,2011-04-09
20819,2011-10-27
20820,1970-11-27
20821,2010-11-05
20822,1975-01-01
20823,2012-06-22
20824,1993-09-29
20825,1984-10-08
20826,1955-11-15
20827,1951-10-01
20828,2012-03-12
20829,2012-09-04
20830,2012-06-15
20831,2011-10-29
20832,2011-09-23
20833,1970-01-01
20834,2001-10-26
20835,2012-07-21
20836,2009-08-07
20837,1959-12-26
20838,2000-01-01
20839,2010-05-04
20840,2012-09-11
20841,2013-04-14
20842,2010-08-10
20843,2011-04-27
20844,1943-12-13
20845,1961-01-01
20846,1958-06-24
20847,2013-04-11
20848,2009-09-04
20849,2012-09-15
20850,2007-01-23
20851,2011-05-16
20852,2009-09-19
20853,1967-01-01
20854,2012-04-20
20855,2013-04-18
20856,2011-09-09
20857,2012-03-27
20858,1980-10-23
20859,1941-07-12
20860,1948-12-01
20861,2013-04-24
20862,2009-01-27
20863,2010-02-02
20864,2013-06-27
20865,2013-04-19
20866,2012-04-20
20867,2012-08-10
20868,2012-09-27
20869,2009-09-09
20870,1942-03-14
20871,2012-02-28
20872,2013-04-22
20873,2013-01-08
20874,1953-02-18
20875,1935-02-22
20876,1991-07-24
20877,1993-08-04
20878,2013-03-18
20879,1932-02-26
20880,2006-10-13
20881,2008-11-11
20882,1949-04-08
20883,2008-01-01
20884,2012-05-23
20885,2013-06-12
20886,2013-04-18
20887,2008-02-03
20888,1977-09-07
20889,2013-04-12
20890,1931-06-21
20891,2008-09-06
20892,2013-05-06
20893,1952-07-16
20894,2006-03-16
20895,2013-04-18
20896,2013-05-16
20897,2013-08-16
20898,2010-09-10
20899,1979-01-01
20900,2000-01-01
20901,1954-04-07
20902,2008-05-31
20903,1997-05-11
20904,1932-09-17
20905,2013-05-01
20906,2011-01-13
20907,1970-01-01
20908,1976-10-02
20909,2008-03-15
20910,2001-08-17
20911,1988-12-04
20912,1993-05-27
20913,1982-05-13
20914,1980-09-14
20915,2010-10-28
20916,2011-07-04
20917,1951-09-07
20918,2013-01-20
20919,2012-12-07
20920,2012-03-10
20921,1983-06-10
20922,1976-10-28
20923,1982-01-21
20924,2009-06-27
20925,2009-06-27
20926,1984-04-14
20927,1987-01-01
20928,2011-10-22
20929,2013-04-23
20930,2011-09-22
20931,2008-10-17
20932,1979-12-09
20933,2013-03-28
20934,2012-04-13
20935,1965-08-18
20936,2012-09-09
20937,2011-09-11
20938,2012-01-01
20939,1997-09-12
20940,1979-12-16
20941,1977-11-23
20942,1975-09-24
20943,1964-08-02
20944,2010-05-18
20945,1976-12-22
20946,1977-10-14
20947,1983-12-16
20948,1998-01-01
20949,2008-10-12
20950,2012-02-14
20951,2012-12-07
20952,2011-06-29
20953,1998-08-18
20954,2013-05-02
20955,1962-05-14
20956,1944-12-29
20957,2004-04-08
20958,2013-06-07
20959,1973-01-01
20960,1999-10-07
20961,2011-11-16
20962,1934-12-04
20963,1999-11-19
20964,2013-05-10
20965,2009-11-10
20966,1976-10-30
20967,1992-09-18
20968,1999-09-15
20969,2010-10-09
20970,1989-06-10
20971,1988-12-21
20972,1953-09-01
20973,2001-06-18
20974,2012-04-14
20975,2011-03-15
20976,2013-05-05
20977,1989-01-21
20978,2013-03-22
20979,1944-04-16
20980,2012-12-31
20981,2002-04-02
20982,2012-06-15
20983,2012-04-26
20984,2009-10-03
20985,2012-11-11
20986,2013-06-07
20987,2007-03-16
20988,1977-01-01
20989,1951-11-27
20990,2007-11-08
20991,1997-01-19
20992,2012-07-17
20993,1931-04-18
20994,2004-10-06
20995,1970-01-15
20996,2009-08-28
20997,2012-12-05
20998,1983-06-04
20999,1976-04-06
21000,2009-04-19
21001,1956-12-18
21002,1978-12-17
21003,1980-12-01
21004,2011-03-22
21005,2012-11-07
21006,2012-10-12
21007,2006-09-12
21008,2010-02-10
21009,1999-10-28
21010,1977-06-06
21011,2013-02-15
21012,2008-10-17
21013,2013-01-16
21014,2013-02-25
21015,1939-03-24
21016,1973-09-17
21017,1999-11-14
21018,2012-09-23
21019,2012-01-06
21020,2011-12-06
21021,2013-05-30
21022,2013-05-23
21023,2009-12-04
21024,2013-05-06
21025,2013-05-15
21026,1979-01-19
21027,1975-01-01
21028,2002-04-26
21029,1932-04-18
21030,1916-12-04
21031,1979-11-23
21032,2005-01-01
21033,2013-05-17
21034,2002-09-08
21035,2009-09-01
21036,2002-01-01
21037,1979-09-01
21038,2006-01-01
21039,1953-01-01
21040,1980-12-17
21041,2008-01-01
21042,2012-10-09
21043,2012-08-25
21044,2011-11-19
21045,2012-04-05
21046,2013-05-17
21047,2012-09-10
21048,1959-03-04
21049,2011-07-07
21050,2012-05-20
21051,2013-05-26
21052,1959-06-27
21053,2000-07-19
21054,2011-10-31
21055,2010-10-07
21056,2005-10-11
21057,1993-01-01
21058,1994-09-08
21059,1940-06-14
21060,2011-05-31
21061,2011-10-15
21062,2010-07-24
21063,2012-09-12
21064,2013-02-21
21065,2013-01-23
21066,2013-01-01
21067,2013-02-20
21068,1967-07-24
21069,2009-05-19
21070,2012-04-25
21071,2011-04-29
21072,2013-05-30
21073,1988-10-06
21074,1963-12-26
21075,2012-06-17
21076,2008-02-19
21077,1975-01-01
21078,1915-03-18
21079,2013-05-29
21080,2013-08-08
21081,2012-11-30
21082,2005-01-01
21083,2005-08-05
21084,2007-08-23
21085,2013-01-01
21086,2013-06-30
21087,2012-07-20
21088,2011-11-02
21089,2010-01-01
21090,2011-05-19
21091,2012-03-23
21092,2010-11-04
21093,2011-03-02
21094,1947-11-14
21095,1966-10-13
21096,1968-06-05
21097,1962-08-16
21098,2002-01-01
21099,2009-11-14
21100,2013-01-22
21101,1985-10-16
21102,2013-03-01
21103,2006-08-07
21104,2012-11-03
21105,1992-08-01
21106,2000-02-05
21107,2012-08-30
21108,2013-06-06
21109,2012-09-24
21110,2007-10-25
21111,2003-06-12
21112,1933-09-08
21113,2012-09-13
21114,2012-11-21
21115,2012-10-04
21116,2010-07-18
21117,2012-09-08
21118,2012-12-14
21119,1968-03-25
21120,2010-11-17
21121,1914-08-31
21122,2013-06-12
21123,1915-10-04
21124,2013-01-19
21125,2011-05-20
21126,2012-03-02
21127,2013-04-25
21128,2012-09-10
21129,2012-09-11
